id,Message,truth,cube,google,google_spam,google_not_spam,ibm,ibm_spam,ibm_not_spam
833,wmtmdoumtotgkjmgjpngdamgjtmadptgmjmwjgmjdamjgptwmdajdmjadmjadmjadmjadmjaemjadmjadmgmpdjmgdkohejpmjgmgdmptgjgmnjdmjmbmjmgdmgmgdfjmtadgjmdajmdajmdajmdajmdajmdajmdajmdajmdajmdajmdajmdajmdajmdajmdajmdajmdmemajmgmgmgmgndgmdgdgdmpegnejmgkgmtwgmadpmtwmgjgtmaj wjhogmjwojwnhgwimkndajmdajmdajmdajmdajmdajda,spam,spam,not-spam,0.5,0.5,not-spam,0.017371544,0.982628456
834,heera moti chakki fresh atta  new rate kg  kg  kg  kg  maida tatta  rawa  suji,spam,spam,not-spam,0.432486,0.567514,spam,0.960920178,0.039079822
835,transform ur body without gym lose upto  kg  inch in  days wo yoga dieting  exercisemore info sms kare ndn to,spam,spam,spam,0.836332,0.163668,spam,0.672078865,0.327921135
836,guaranteed  kg tak weight loose karen aur dein apni body ek unique goodlooking shape no gym  fasting agar result nahi toh paise wapas payencl,spam,spam,spam,0.948584,0.051416,spam,0.995807612,0.004192388
837,dear customer your service request no is leel and kkg code  is mw pl share kkg code to technician only after satisfactory completion of complaint call our local service provider   if call not attended within  working hrs,spam,spam,not-spam,0.000076,0.999924,not-spam,0.003859582,0.996140418
838,get slim without gym lose  kg weight in just  days no exercise no dieting no side effect  ayurvedic money back gaurantee for details sms pok to,spam,spam,not-spam,0.404519,0.595482,spam,0.989824115,0.010175885
839,chavanumora gathiyatamtamchevadofulvadimaori sav   per kg,spam,spam,spam,0.665069,0.334931,spam,0.96161083,0.03838917
840,weekend offer maggi noodle worth rs free with maggi ketchup kg ltr pepsiupdew free on purchase above rs n lods of amazing offers only  sevendays,spam,spam,spam,0.996488,0.003512,spam,0.994974025,0.005025975
841,loose weight upto  kgs  morer   inches in  daysr  money back guaranteer   ayurvedic noside effectr  govt approvedr r for details sms kk to,spam,spam,not-spam,0.134127,0.865873,not-spam,0.100243213,0.899756787
842,look slim  wonderful with our all new weight loss plans  reduce upto kgs in a month  disc on all packages clmsg  wwwwellnesscliniconlinecom,spam,spam,spam,0.807028,0.192972,spam,0.963574613,0.036425387
843,edtacomkg    edta lr gradekg  dogranulskg  dotaletskg  calcium chloride comkg  magnesium chloride powdercomkg   potassium chloride powdercomkg,spam,spam,not-spam,0.5,0.5,not-spam,0.026676199,0.973323801
844,transform ur body without gym lose upto  kg  inch in  days wo yoga dieting  exercise do not missed call more infomation  sms kare trm to,spam,spam,spam,0.592704,0.407296,spam,0.968514234,0.031485766
845,thanks booking tfsppc confirmed for may    pm driver satish kumar singh  hatchback wbg farers rsextra km rsmin  tollprkgtax extra track taxi  track  httptfsmynbzwh   service tax extra  minimum fare is rs,spam,spam,not-spam,0.000138,0.999862,not-spam,0.003977801,0.996022199
846,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare odr  to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.321217837,0.678782163
847,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare kvt to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.321217837,0.678782163
848,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare bbb to,spam,spam,not-spam,0.322342,0.677658,not-spam,0.321620282,0.678379718
849,loose upto kgs   inches weight in  days with moneybackguarntee  ayurvedic noside effect govt apprvd for details sms kare ayd at,spam,spam,spam,0.952314,0.047686,not-spam,0.348361525,0.651638475
850,transform ur body lose upto  kg  inch in  days wo yoga dieting  exercisemore info sms kare ayd to,spam,spam,spam,0.853154,0.146846,spam,0.716531985,0.283468015
851,without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare hth,spam,spam,not-spam,0.41508,0.58492,not-spam,0.317891513,0.682108487
852,fast weight loss without dieting upto  kg   inches in  days with ayurved govt apprvd no side effect money back or jankari ke leye sms kare ndn to,spam,spam,spam,0.826938,0.173062,spam,0.733625797,0.266374203
853,transform ur body lose upto  kg  inch in  days wo yoga dieting  exercise more info sms kare ayd to,spam,spam,spam,0.893938,0.106062,spam,0.987907856,0.012092144
854,transform ur body without gym lose upto  kg  inch in  days wo yoga dieting  exercise more infomation  sms kare kvt to,spam,spam,spam,0.973905,0.026095,spam,0.994178889,0.005821111
855,loose weight by water therapy kgmnth result in  days ayurvedic side effect wwwwellmaatscom call,spam,spam,not-spam,0.357806,0.642194,spam,0.937803627,0.062196373
856,get slim without gym with ayurved no side effect govt approved lose upto kg   inches weight in  days with moneyback for details sms kare bnm to,spam,spam,spam,0.929693,0.070307,spam,0.98593859,0.01406141
857,respected all madhusudan desi ghee rates date  kg tin consumer cow ceka cow jar it can be increase as early as possible rajesh gupta madhusudan desi ghee,spam,spam,spam,0.765162,0.234838,spam,0.607184462,0.392815538
858,hurry up akshya thridhi offer buy  sqft residential plot get kg silver free just behind vit mts from vandalurkelambakkam rd  bank loan,spam,spam,spam,0.993269,0.006731,spam,0.995580201,0.004419799
859,chamatkar nahi ayurved hai ye bina upwas aur yoga ke  kilo tak wajan ghata rahe hai log  satisfactory results with money back gaurantee sms pok to,spam,spam,spam,0.614062,0.385938,spam,0.993570809,0.006429191
860,jee bharke khayerfir bhi wajan ghatayernahi toh paise wapas payerbina vyayam  upwas  yoga krwajan ghatayeinrayurvedicno side efffectrsms srdv to,spam,spam,spam,0.786239,0.213761,spam,0.995186227,0.004813773
861,manisha lakhani  b  greenwoods link road near shimpoli telephone exchange chikuwadi borivali west mumbai,spam,spam,not-spam,0.448529,0.551471,spam,0.643536877,0.356463123
862,secure your familys future with aegon life  just rsday  get rs lakh life cover up to age  get tax benefit for info give miss cal tc,spam,spam,spam,0.997737,0.002263,spam,0.973684101,0.026315899
863,oo gaj plt in  lakh  mansha royal city palwal    sqyd  plot size ooooo  for inaugural discount,spam,spam,spam,0.711163,0.288837,spam,0.973727427,0.026272573
864,only shopping mall in entire localitycrossing republik  shopatmoffice assured return frm lac only serving lakh families  free cab call,spam,spam,spam,0.975373,0.024627,spam,0.99154551,0.00845449
865,dr batra homeopathy treated more than  lakh patients for hair loss skin allergies consult before its too late for info missed call,spam,spam,not-spam,0.068682,0.931318,spam,0.857375126,0.142624874
866,marg erp fulfill all your inventory accounting needs rs over lakh users centers for training support misscall freedemo,spam,spam,not-spam,0.452339,0.547661,not-spam,0.009690215,0.990309785
867,rmarg erp  fulfill all your inventory  accounting needs rsover  lakh userscenters for training  support misscall free demo,spam,spam,spam,0.625605,0.374395,not-spam,0.183626567,0.816373433
868,moral dhamaka stp training program date sunday venuedas axil wadsa time pmab  mahine me  lakh kmane ka mouka  jai moral,spam,spam,spam,0.929796,0.070204,spam,0.994394504,0.005605496
869,moral dhamaka stp training program date sunday venuedas axil mart bramhapuri time pmab  mahine me  lakh kmane ka mouka  jai moral,spam,spam,spam,0.914242,0.085758,spam,0.994292099,0.005707901
870,your mobile number won crores lakh rupees in chevrolet motors award  for claim send namephone numberaddressage to  emailchevmotorlondonhotmailcom,spam,spam,spam,0.906454,0.093546,spam,0.756235558,0.243764442
871,oo gaj plt in  lakh  mansha royal city palwal   ooo sqyd  plot size oo,spam,spam,spam,0.602799,0.397201,spam,0.9583117,0.0416883
872,ghanto mi apni khali zameen par g digital internetrtower lagvaye rent  adv  lakh advance  lakh mediclaim sampark karer,spam,spam,spam,0.959258,0.040742,spam,0.9764846,0.0235154
873,invest  lakh now for a designer villa worth  crore off omr near kelambakkam  get  return in just  years call         missed call,spam,spam,spam,0.99844,0.00156,spam,0.995482708,0.004517292
874,mayanipurbbaithakalbhagabzrchengbildigarkhaldigarsrikonadudhpatilfakirabzagumrahharengajaotehflcivilhospitalchpcjanakibazarcjarailtalakalacherackanisailalakhisaharlogaighatcmanipurbaganmasimpurnilambzpalonghatcpanchgrampangramapatherkandipurbosunapurrajhotelrangamatisalchaprashipanjurisonabarighatacsrigaurisuprakandiumrangshuvinaycementnodeb down at msc silchar,spam,spam,spam,0.598794,0.401206,not-spam,0.190678245,0.809321755
875,maybaithakalcbajaricherabhagabzrchengbildudhpatilgumrahhpcjanakibazarcjarailtalakalacheraackalinagarkanisailalakhisaharlogaighatcmanipurbagannutanbzrpalonghatcpanchayatrdpanchgrampangramapatherkandipurbosunapurrajhotelrangamatisalchaprashipanjuriasonabarighatsrigauritarapurstnrdumrangshuvinaycementnodeb down at msc silchar,spam,spam,spam,0.598794,0.401206,not-spam,0.190678245,0.809321755
876,maybaithakalcbajaricherabhagabzrchengbildigarsrikonadudhpatilgumrahhflcivilhospitalhpcjanakibazarcjarailtalakalacheraackalinagarkanisailalakhisaharlogaighatcmanipurbagannutanbzrpalonghatpanchgrampangramapatherkandipurbosunapurramnagarrangamatisalchaprashipanjuriasilmwsonabarighatsrigaurisuprakanditarapurflyovertarapurstnrdumrangshuvinaycementnodeb down at msc silchar,spam,spam,spam,0.598794,0.401206,not-spam,0.190678245,0.809321755
877,maybaithakalbajaricherabhagabzrchengbildayapurdigarsrikonadudhpatilfakirabzjanakibazarcjarailtalakalacheraackanisailalakhisaharlogaighatcmanipurbaganmmroadnutanbzrpalonghatcpangramapatherkandipurbosunapurrangamatirangirkharishipanjurisilmwsonabarighatcsrigaurisuprakanditarapurflyoveratarapurstnrdumrangshuvinaycementnodeb down at msc silchar,spam,spam,spam,0.598794,0.401206,not-spam,0.190678245,0.809321755
878,mayanipurbaithakalcbajaricherabhagabzrchandrapurchengbildudhpatildurgaconahlkastchlkdtohlkteleexghpcjanakibazarjarailtalajirighatkalacherakanisailalakhisaharlalardlalatelexglogaighatcmaibongmanipurbaganmohanpurnitnutanbzrpalonghatcpangramapurbosunapurrangamatirknagarsalchaprashipanjuriasilmwsonabarighatcsrigaurisuprakanditarapurkalaintarapurflyoverbumrangshuvinaycementnodeb down at msc silchar,spam,spam,spam,0.598794,0.401206,not-spam,0.190678245,0.809321755
879,big profit call in stock niftybank niftycommoditymcx tips  lakhs profit in  month for quick free trial mis cal,spam,spam,spam,0.857749,0.142251,spam,0.994384384,0.005615616
880,jumka festivalnow at pearl house with  discount and  lakhpati coupon kolkata mumbai and jaipur ke behtarin designer  stock are available,spam,spam,spam,0.923344,0.076656,spam,0.994086456,0.005913544
881,last few days to thank the mumbaiwala upload your mumbai meri jaan entries b  feb win prizes up to rs  lakhs visit httpgooglpdzo for details,spam,spam,not-spam,0.050607,0.949393,spam,0.966849226,0.033150774
882,your mobile no won  crore lakh rupees from chevrolet company ukto claim sendnameaddressphone numberagesexstateoccupatto chevrclaimsukhotmailcom,spam,spam,not-spam,0.393255,0.606745,not-spam,0.407260375,0.592739625
883,study mbbs in top universitiesusarussiaphilippineschina starting  lakhtotal freeaccommodationloan assistance eduworld,spam,spam,not-spam,0.317929,0.682071,not-spam,0.007160432,0.992839568
884,mercedesbenz cla available   lesser emi  free basic insurance  trade in benefit upto  lakh tc apply call silver arrows,spam,spam,not-spam,0.404357,0.595643,spam,0.975948584,0.024051416
885,mercedesbenz e  class available   lesser emi  complementary insurance and trade in benefit upto  lakh tc apply call silver arrows,spam,spam,not-spam,0.265227,0.734773,spam,0.973712498,0.026287502
886,your airtel gsm number have win  lakhs in chevrolet car annual award draw  edition send  name  phone no  state  email id to claimoutlookcom,spam,spam,spam,0.683578,0.316422,spam,0.804223787,0.195776213
887,kuch fasle sirf ankho se hote hai dil ke fasle do bato se hote hai  koi lakh bhulane ki koshish kre pr kuch riste khatam sirf sason se hote hai  gud t,spam,spam,spam,0.96566,0.03434,spam,0.975287612,0.024712388
888,won your number has wonrs lakhs rupeesfrom iphone company uk promotion awardto claim send nameaddresagesexmobile nooccupationto ukapplegmailcom,spam,spam,spam,0.950776,0.049224,spam,0.973100737,0.026899263
889,dr batras homeopathy treated more than  lakh patients for hair loss skin allergies consult before its too late for info missed call,spam,spam,not-spam,0.068682,0.931318,spam,0.861948849,0.138051151
890,mercedes benz e class available   lesser emi free basic insurance and trade in benefit upto  lakhrtc applyrcall silver arrows,spam,spam,not-spam,0.239599,0.760401,spam,0.976016464,0.023983536
891,mercedes benz e  class available   lesser emi  complementary insurance and trade in benefit upto  lakh tc apply call silver arrows,spam,spam,not-spam,0.265227,0.734773,spam,0.973375707,0.026624293
892,lace        manufacturers                                india          manufacturers of          all kinds of  fancy laces ribbons      saree borders   add basement zam zam palace   near lakhpati hospital    nanavat main road       surat     phone no   mobile no,spam,spam,not-spam,0.126645,0.873355,spam,0.768023548,0.231976452
893,rajesh sunita linemarumlakh,spam,spam,not-spam,0.471049,0.528951,not-spam,0.412625564,0.587374436
894,for loans  business loan  to  lacs unsecured  property loan n home loan  lakh to  crore on residence n indsutrial shed  namedhaval jani mob,spam,spam,spam,0.57064,0.42936,spam,0.714858363,0.285141637
